subject_id,trial_index,casino,visit_in_casino,chosen_machine_label,reward,prob_of_no_loss,outcome_numeric,unchosen_machine_label,prob_of_no_loss_unchosen,counterfactual_reward,counterfactual_outcome_numeric,prompt_used,llm_history_context_turns
29,1,3,1,C,1,0.75,1,Q,0.25,-1,0,"Casino 3, visit 1: Choose Q or C.",1
29,2,1,1,H,-1,0.5,0,Z,0.5,1,1,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 1, visit 1: Choose Z or H.",2
29,3,3,2,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine H and experienced a loss (Reward: -1). The other machine, Machine Z, would have resulted in a win (Reward: 1).

Casino 3, visit 2: Choose Q or C.",3
29,4,2,1,T,1,0.25,1,M,0.75,1,1,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 2, visit 1: Choose M or T.",4
29,5,3,3,C,1,0.75,1,Q,0.25,1,1,"Outcome: You chose Machine T and experienced a win (Reward: 1). The other machine, Machine M, would have resulted in a win (Reward: 1).

Casino 3, visit 3: Choose Q or C.",5
29,6,1,2,Z,-1,0.5,0,H,0.5,-1,0,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a win (Reward: 1).

Casino 1, visit 2: Choose Z or H.",6
29,7,3,4,C,-1,0.75,0,Q,0.25,-1,0,"Outcome: You chose Machine Z and experienced a loss (Reward: -1). The other machine, Machine H, would have resulted in a loss (Reward: -1).

Casino 3, visit 4: Choose Q or C.",7
29,8,2,2,T,-1,0.25,0,M,0.75,-1,0,"Outcome: You chose Machine C and experienced a loss (Reward: -1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 2, visit 2: Choose M or T.",8
29,9,2,3,M,1,0.75,1,T,0.25,-1,0,"Outcome: You chose Machine T and experienced a loss (Reward: -1). The other machine, Machine M, would have resulted in a loss (Reward: -1).

Casino 2, visit 3: Choose M or T.",9
29,10,3,5,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine M and experienced a win (Reward: 1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 3, visit 5: Choose Q or C.",10
29,11,2,4,M,1,0.75,1,T,0.25,1,1,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 2, visit 4: Choose M or T.",11
29,12,1,3,Z,1,0.5,1,H,0.5,1,1,"Outcome: You chose Machine M and experienced a win (Reward: 1). The other machine, Machine T, would have resulted in a win (Reward: 1).

Casino 1, visit 3: Choose Z or H.",12
29,13,3,6,C,-1,0.75,0,Q,0.25,-1,0,"Outcome: You chose Machine Z and experienced a win (Reward: 1). The other machine, Machine H, would have resulted in a win (Reward: 1).

Casino 3, visit 6: Choose Q or C.",13
29,14,2,5,M,-1,0.75,0,T,0.25,-1,0,"Outcome: You chose Machine C and experienced a loss (Reward: -1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 2, visit 5: Choose M or T.",14
29,15,2,6,T,-1,0.25,0,M,0.75,1,1,"Outcome: You chose Machine M and experienced a loss (Reward: -1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 2, visit 6: Choose M or T.",15
29,16,1,4,Z,-1,0.5,0,H,0.5,-1,0,"Outcome: You chose Machine T and experienced a loss (Reward: -1). The other machine, Machine M, would have resulted in a win (Reward: 1).

Casino 1, visit 4: Choose Z or H.",16
29,17,1,5,Z,1,0.5,1,H,0.5,-1,0,"Outcome: You chose Machine Z and experienced a loss (Reward: -1). The other machine, Machine H, would have resulted in a loss (Reward: -1).

Casino 1, visit 5: Choose Z or H.",17
29,18,2,7,M,1,0.75,1,T,0.25,-1,0,"Outcome: You chose Machine Z and experienced a win (Reward: 1). The other machine, Machine H, would have resulted in a loss (Reward: -1).

Casino 2, visit 7: Choose M or T.",18
29,19,2,8,M,1,0.75,1,T,0.25,-1,0,"Outcome: You chose Machine M and experienced a win (Reward: 1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 2, visit 8: Choose M or T.",19
29,20,3,7,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine M and experienced a win (Reward: 1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 3, visit 7: Choose Q or C.",20
29,21,2,9,M,1,0.75,1,T,0.25,-1,0,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 2, visit 9: Choose M or T.",21
29,22,3,8,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine M and experienced a win (Reward: 1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 3, visit 8: Choose Q or C.",22
29,23,2,10,M,1,0.75,1,T,0.25,-1,0,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 2, visit 10: Choose M or T.",23
29,24,2,11,M,1,0.75,1,T,0.25,1,1,"Outcome: You chose Machine M and experienced a win (Reward: 1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 2, visit 11: Choose M or T.",24
29,25,1,6,Z,1,0.5,1,H,0.5,1,1,"Outcome: You chose Machine M and experienced a win (Reward: 1). The other machine, Machine T, would have resulted in a win (Reward: 1).

Casino 1, visit 6: Choose Z or H.",25
29,26,3,9,C,1,0.75,1,Q,0.25,1,1,"Outcome: You chose Machine Z and experienced a win (Reward: 1). The other machine, Machine H, would have resulted in a win (Reward: 1).

Casino 3, visit 9: Choose Q or C.",26
29,27,3,10,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a win (Reward: 1).

Casino 3, visit 10: Choose Q or C.",27
29,28,2,12,M,1,0.75,1,T,0.25,1,1,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 2, visit 12: Choose M or T.",28
29,29,1,7,Z,1,0.5,1,H,0.5,1,1,"Outcome: You chose Machine M and experienced a win (Reward: 1). The other machine, Machine T, would have resulted in a win (Reward: 1).

Casino 1, visit 7: Choose Z or H.",29
29,30,2,13,M,-1,0.75,0,T,0.25,-1,0,"Outcome: You chose Machine Z and experienced a win (Reward: 1). The other machine, Machine H, would have resulted in a win (Reward: 1).

Casino 2, visit 13: Choose M or T.",30
29,31,3,11,C,-1,0.75,0,Q,0.25,-1,0,"Outcome: You chose Machine M and experienced a loss (Reward: -1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 3, visit 11: Choose Q or C.",31
29,32,1,8,Z,-1,0.5,0,H,0.5,-1,0,"Outcome: You chose Machine C and experienced a loss (Reward: -1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 1, visit 8: Choose Z or H.",32
29,33,3,12,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine Z and experienced a loss (Reward: -1). The other machine, Machine H, would have resulted in a loss (Reward: -1).

Casino 3, visit 12: Choose Q or C.",33
29,34,3,13,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 3, visit 13: Choose Q or C.",34
29,35,1,9,Z,1,0.5,1,H,0.5,1,1,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 1, visit 9: Choose Z or H.",35
29,36,2,14,M,-1,0.75,0,T,0.25,-1,0,"Outcome: You chose Machine Z and experienced a win (Reward: 1). The other machine, Machine H, would have resulted in a win (Reward: 1).

Casino 2, visit 14: Choose M or T.",36
29,37,1,10,Z,-1,0.5,0,H,0.5,1,1,"Outcome: You chose Machine M and experienced a loss (Reward: -1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 1, visit 10: Choose Z or H.",37
29,38,2,15,M,-1,0.75,0,T,0.25,-1,0,"Outcome: You chose Machine Z and experienced a loss (Reward: -1). The other machine, Machine H, would have resulted in a win (Reward: 1).

Casino 2, visit 15: Choose M or T.",38
29,39,3,14,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine M and experienced a loss (Reward: -1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 3, visit 14: Choose Q or C.",39
29,40,2,16,M,1,0.75,1,T,0.25,-1,0,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 2, visit 16: Choose M or T.",40
29,41,3,15,C,-1,0.75,0,Q,0.25,1,1,"Outcome: You chose Machine M and experienced a win (Reward: 1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 3, visit 15: Choose Q or C.",41
29,42,2,17,M,1,0.75,1,T,0.25,-1,0,"Outcome: You chose Machine C and experienced a loss (Reward: -1). The other machine, Machine Q, would have resulted in a win (Reward: 1).

Casino 2, visit 17: Choose M or T.",42
29,43,2,18,M,1,0.75,1,T,0.25,1,1,"Outcome: You chose Machine M and experienced a win (Reward: 1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 2, visit 18: Choose M or T.",43
29,44,1,11,Z,1,0.5,1,H,0.5,-1,0,"Outcome: You chose Machine M and experienced a win (Reward: 1). The other machine, Machine T, would have resulted in a win (Reward: 1).

Casino 1, visit 11: Choose Z or H.",44
29,45,3,16,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine Z and experienced a win (Reward: 1). The other machine, Machine H, would have resulted in a loss (Reward: -1).

Casino 3, visit 16: Choose Q or C.",45
29,46,1,12,Z,1,0.5,1,H,0.5,1,1,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 1, visit 12: Choose Z or H.",46
29,47,1,13,Z,1,0.5,1,H,0.5,-1,0,"Outcome: You chose Machine Z and experienced a win (Reward: 1). The other machine, Machine H, would have resulted in a win (Reward: 1).

Casino 1, visit 13: Choose Z or H.",47
29,48,1,14,Z,-1,0.5,0,H,0.5,1,1,"Outcome: You chose Machine Z and experienced a win (Reward: 1). The other machine, Machine H, would have resulted in a loss (Reward: -1).

Casino 1, visit 14: Choose Z or H.",48
29,49,3,17,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine Z and experienced a loss (Reward: -1). The other machine, Machine H, would have resulted in a win (Reward: 1).

Casino 3, visit 17: Choose Q or C.",49
29,50,3,18,C,-1,0.75,0,Q,0.25,1,1,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 3, visit 18: Choose Q or C.",50
29,51,1,15,Z,1,0.5,1,H,0.5,-1,0,"Outcome: You chose Machine C and experienced a loss (Reward: -1). The other machine, Machine Q, would have resulted in a win (Reward: 1).

Casino 1, visit 15: Choose Z or H.",51
29,52,3,19,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine Z and experienced a win (Reward: 1). The other machine, Machine H, would have resulted in a loss (Reward: -1).

Casino 3, visit 19: Choose Q or C.",52
29,53,1,16,Z,-1,0.5,0,H,0.5,1,1,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 1, visit 16: Choose Z or H.",53
29,54,1,17,H,1,0.5,1,Z,0.5,1,1,"Outcome: You chose Machine Z and experienced a loss (Reward: -1). The other machine, Machine H, would have resulted in a win (Reward: 1).

Casino 1, visit 17: Choose Z or H.",54
29,55,2,19,M,1,0.75,1,T,0.25,-1,0,"Outcome: You chose Machine H and experienced a win (Reward: 1). The other machine, Machine Z, would have resulted in a win (Reward: 1).

Casino 2, visit 19: Choose M or T.",55
29,56,2,20,M,-1,0.75,0,T,0.25,1,1,"Outcome: You chose Machine M and experienced a win (Reward: 1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 2, visit 20: Choose M or T.",56
29,57,1,18,H,1,0.5,1,Z,0.5,1,1,"Outcome: You chose Machine M and experienced a loss (Reward: -1). The other machine, Machine T, would have resulted in a win (Reward: 1).

Casino 1, visit 18: Choose Z or H.",57
29,58,1,19,H,1,0.5,1,Z,0.5,-1,0,"Outcome: You chose Machine H and experienced a win (Reward: 1). The other machine, Machine Z, would have resulted in a win (Reward: 1).

Casino 1, visit 19: Choose Z or H.",58
29,59,2,21,M,1,0.75,1,T,0.25,-1,0,"Outcome: You chose Machine H and experienced a win (Reward: 1). The other machine, Machine Z, would have resulted in a loss (Reward: -1).

Casino 2, visit 21: Choose M or T.",59
29,60,2,22,M,-1,0.75,0,T,0.25,-1,0,"Outcome: You chose Machine M and experienced a win (Reward: 1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 2, visit 22: Choose M or T.",60
29,61,1,20,H,-1,0.5,0,Z,0.5,1,1,"Outcome: You chose Machine M and experienced a loss (Reward: -1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 1, visit 20: Choose Z or H.",61
29,62,1,21,Z,-1,0.5,0,H,0.5,1,1,"Outcome: You chose Machine H and experienced a loss (Reward: -1). The other machine, Machine Z, would have resulted in a win (Reward: 1).

Casino 1, visit 21: Choose Z or H.",62
29,63,2,23,M,1,0.75,1,T,0.25,-1,0,"Outcome: You chose Machine Z and experienced a loss (Reward: -1). The other machine, Machine H, would have resulted in a win (Reward: 1).

Casino 2, visit 23: Choose M or T.",63
29,64,1,22,H,1,0.5,1,Z,0.5,1,1,"Outcome: You chose Machine M and experienced a win (Reward: 1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 1, visit 22: Choose Z or H.",64
29,65,3,20,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine H and experienced a win (Reward: 1). The other machine, Machine Z, would have resulted in a win (Reward: 1).

Casino 3, visit 20: Choose Q or C.",65
29,66,3,21,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 3, visit 21: Choose Q or C.",66
29,67,2,24,M,-1,0.75,0,T,0.25,-1,0,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 2, visit 24: Choose M or T.",67
29,68,3,22,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine M and experienced a loss (Reward: -1). The other machine, Machine T, would have resulted in a loss (Reward: -1).

Casino 3, visit 22: Choose Q or C.",68
29,69,1,23,H,1,0.5,1,Z,0.5,1,1,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 1, visit 23: Choose Z or H.",69
29,70,3,23,C,1,0.75,1,Q,0.25,-1,0,"Outcome: You chose Machine H and experienced a win (Reward: 1). The other machine, Machine Z, would have resulted in a win (Reward: 1).

Casino 3, visit 23: Choose Q or C.",70
29,71,3,24,C,-1,0.75,0,Q,0.25,-1,0,"Outcome: You chose Machine C and experienced a win (Reward: 1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 3, visit 24: Choose Q or C.",71
29,72,1,24,H,1,0.5,1,Z,0.5,1,1,"Outcome: You chose Machine C and experienced a loss (Reward: -1). The other machine, Machine Q, would have resulted in a loss (Reward: -1).

Casino 1, visit 24: Choose Z or H.",72
